stage,index,year,version,page,Article_Name,length_of_article,paragraph,2500Bott,Bottid,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,Unnamed:_34,Unnamed:_0,Unnamed:_35
0.0,80,2021,September-2021,12,SPONSORED CONTENT Innovation Series: Content Delivery & Edge Compute TELESTREAM,19,"As workflows increasingly leverage dynamically allocated video delivery routes, often over unmanaged internet and public cloud provider infrastructure, a monitoring challenge has emerged. With these new models for supporting contribution, production, and distribution workflows, designing where monitoring is deployed and how operators are alerted to issues has become a much more complex issue. ",1,14,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
0.0,140,2021,September-2021,21,Welcome to the Ad Tech Jungle NADINE KREFETZ.,43,"SSPs allow publishers to set pricing floors as well as other controls, like rejecting certain types of ads or assigning the amount of inventory to sell programmatically.MRM connects different types of demand coming in from agencies, programmatic partners and resellers, and publishers.“If you think about a world where video is more fragmented on all these different devices, you have both linear and TV-style inventory,” Dworin says.“You might have multi- ple brands that are operating separately.You might have multiple platforms.We help them to bring that all together into a single place.”  Some publishers will optimize for fill, showing as many ads as they can.Others will focus on filling fewer spots with premium inventory at a higher price.“For a buyer, it means that their ads are in front of eyeballs that they wouldn’t have access to before, because there’s actually not nearly enough inventory, especially at scale in streaming,” Dworin says.",1,29,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,7.0,
0.0,180,2021,September-2021,26,Beyond Software TIM SIGLIN,49,"Speaking of claims, DSPs, and DaVinci, the other approach to hardware-based encoding comes in the form of FPGA (field-programmable gate array).The solution I previously mentioned, from the SDVoE Alliance, uses an FPGA alongside the 10Gbps network interface, and the organization has explained to me in the past that it does so because of both power and performance benefits, since FPGAs provide very wide signal processing paths. ",1,5,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,12.0,
0.0,200,2021,September-2021,29,Enhanced Sports and Esports Experiences STEVE NATHANS-KELLY,29,"The Elephant in the Room Gambling is arguably the elephant in the room when it comes to enhanced sports streaming experiences. Due to regulatory changes that are on the way, are underway, or have already happened—depending on where a given sporting event is occurring—betting is likely to become more integral than ever to the sports OTT experience in the coming years. The mainstreaming of sports gambling as a central element of the sports-viewing experience is having a profound effect on how sports content programmers develop new offerings. As with any other type of content, it’s all about finding a niche, an angle that distinguishes your offering from others in an increasingly crowded market. ",1,25,1,2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,19.0,
0.0,260,2021,September-2021,37,REVIEW The Roland V-160HD Hybrid Event Video Switcher REVIEW ROBERT REINHARD ,29,"1.USB Output To enable an experience for remote attendees, the Roland V-160HD switcher is certainly well-equipped to use the switcher’s output as a USB camera source in desktop operating systems and applications that support USB video class (UVC) and USB audio class (UAC), such as Zoom, Microsoft Teams, and other conferencing applications.Many WebRTC web apps and hosting providers support capture from locally connected USB camera sources, and the Roland V-160HD can be used with those as well.",1,12,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,
1.0,160,2022,January-February-2022,26,ATSC 3.0: The Next Generation of TV Has Arrived  NADINE KREFETZ..............................................................................................................................................................................................................................................................................................................................................................................,41,"The ATSC 3.0 Workflow “ATSC 3.0 is designed to be a next generation of digital television broadcasts for terrestrial broadcasting,” says media consultant Skip Pizzi. The transport layer has been switched to be an IP-based system and is a complete greenfield approach for radio frequency (RF) delivery, with no backward compatibility to ATSC 1.0. “So it’s got to be a whole lot better to make it worth that kind of forklift transition both for broadcasters and for consumers. It was designed from the ground up to literally be an end-to-end kind of improvement of everything that could possibly be done with a television,” notes Pizzi.",1,20,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,100,2022,November-December-2022,12,SPONSORED CONTENT How To Master Remote Production STREAMING MEDIA GUIDES.,86,"Teamwork requires real-time connections to allow for collaborative post-production. That also is not new to the broadcast ecosystem. But existing solutions required dedicated appliances, networks and robust internet connection speeds to guarantee the necessary quality to work well.",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,140,2022,November-December-2022,15,SPONSORED CONTENT How To Master Remote Production STREAMING MEDIA GUIDES.,86,"REMI combines broadcast-grade production tools with the flexibility of the cloud, to deliver live broadcasts and events in a collaborative, browser-based workspace. It maintains all of the key production elements that you’d find in a standard broadcast. The key difference is that your on-camera talent is in a remote location.",1,"13,14",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,180,2022,November-December-2022,19,AJA,31,"Korean Broadcasting System (KBS), Korea’s largest public broadcaster, delights audiences across the region with a broad range of content, including live coverage of international sporting competitions. As it began preparations to relay a high-profile global sporting event held in Beijing, China, in March 2022, pandemic-era challenges prompted KBS to rethink its traditional production approach. Rather than rely on dispatching local crews and broadcast facilities as it had in the past, KBS leveraged a cloudbased broadcasting system to enable remote production. To bolster monitoring and return signal configuration for the transmission, the company established a workflow comprising an AJA BRIDGE LIVE multi-channel live video solution for remote production, contribution, collaboration, streaming, and delivery.",1,"13,14,15",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,280,2022,November-December-2022,31,"FEATURES Q&A: Jarred Wilichinsky, Paramount’s SVP of Ad Operations NADINE KREFETZ",68,"Nadine Krefetz: If you’re targeting people with ads, and they are not really engaging with the ads, that’s a problem.What can you do to get people more engaged?  Jarred Wilichinsky: We work with Innovid and BrightLine to build games for interactive ads.There’s some appetite for that from the buy side, and we have it available.But as much as we want  STREAMINGMEDIA.COM",1,18,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
1.0,300,2022,November-December-2022,35,OTT Workflow Disruption: Cloud vs. On-Prem STREAMING MEDIA GUIDES,20,"With all the advantages of the cloud, it makes you wonder why anyone would keep media workflows on-premises or in a local data center. However, for organizations that already have significant capex investments, including those doing traditional cable-based TV delivery, they already have a commitment to facilities. It’s considered an amortized or sunk cost. For the many thousands of busy on-premises servers processing run-rate media workflows throughout the world, they’re efficiently and cheaply doing what they need to do and will no doubt continue to do so for a long time.",1,13,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,420,2022,November-December-2022,57,The Future of Streaming Monetization: Beyond the SVOD/AVOD Divide  STEVE NATHANS-KELLY,32,"“Back when OTT was taking off, everyone was thinking they wanted to eliminate adver tisements,” Richter says. “But all of the studies done then mirror the studies that are being done now. People expect to pay for their con tent with time. Now, we would think that if we reduce the amount of advertising time, in the ory, that should be more valuable than what you’re seeing in a linearbased environment or video environments. But what we’ve not solved yet is a consistent, centralized measurement of that exchange. The expectation is we should see an increase in value, but it’s hard to justify that, and that’s what we need to solve for next.”",1,10,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
1.0,20,2022,July-August-2022,3,Gear for the HyFlex Space CLASS ACT LIAM MORAN.,5,"As discussed in a previous column (go2sm .com/hybridclassroom), the name of the game for designing a hybrid classroom or meeting space is balancing inclusivity of the remote and in-person audiences, whom a colleague of mine sometimes refers to as “Zoomers” and “roomers,” respectively. Also, we know that for a remote audience, the primary concern is quality audio (go2sm.com/improveaudio). If students or meeting participants can’t hear one another, the meeting is a frustrating waste of time.",1,12,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
1.0,60,2022,July-August-2022,9,Video Engineering: Advanced Encoding & Transcoding STREAMING MEDIA GUIDES..,31,"With all this complexity, it’s crucial to automate as many mundane, repetitive processes as possible. Some processes will be best handled on the ground, while others will benefit from running in the cloud. For many companies, there won’t be a hard cut-over for every media pipeline they’ve developed. For that reason, hybrid approaches will work best for most organizations as they seek to maximize efficiency. ",1,14,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,80,2022,July-August-2022,12,FEATURES It’s Not Easy Streaming Green TIM SIGLIN..........................................................................................................................................................................................................................................................................................................................................................................................................................................................,45,"At Streaming Media East 2022 in  Boston—our industry’s first in- person event in more than 2 years—I presented a session called Sustainable Streaming Lifecycles as a way to engage the industry in thinking beyond the present. Attendance was surprisingly good, especially since it was the last session of the last day, and the audience was engaged in the topic. This article both synopsizes that presentation and delves into other conversations that have happened since my first article focusing on sustainability (co-authored by Dom Robinson; go2sm.com/greening), all in the context of keeping streaming’s global- scale ambitions in line with potential power- consumption challenges.",1,"12,23",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
0.0,100,2022,July-August-2022,15,FEATURES It’s Not Easy Streaming Green TIM SIGLIN..........................................................................................................................................................................................................................................................................................................................................................................................................................................................,45,"Adam Curwin, who is Greening of Streaming’s first executive director, made this key point at the organization’s U.K. Parliament event in June 2022: “We have to address this challenge as an industry, not as individual companies.” He continued, “Say one of our members makes a local optimization in its video delivery. This might make their equipment more efficient and save 200 watts on one of their servers. Well done, very  green. However, if the impact of that change is that every device consuming the stream requires slightly more power to display the  pictures, overall, you have achieved the exact opposite of the local intention. If each of a million TVs (each of which probably consumes around 200 watts individually) uses a few watts more, suddenly, your ‘green’ initiative is responsible  for upping overall power consumption by several megawatts. This is hugely important and precisely why a cross-industry body is required to ensure joined-up thinking and spread best practices.”",1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,160,2022,July-August-2022,22,Is FAST the Future of OTT?  NADINE KREFETZ...............................................................................................................................................................................................................................................................................................................................................................................................................................,40,"The growth in FAST (free ad-supported television) has been tremendous, we’re told, because who doesn’t like free content with no commitments and no catches? But since most FAST services don’t publish their revenue, and subscriber numbers are not audited or substantiated, it’s hard to get a sense of how these services are really doing. Here are a few adjacent measurements.",1,29,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,200,2022,July-August-2022,28,Welcome to the Machine  NADINE KREFETZ...............................................................................................................................................................................................................................................................................................................................................................................................................................,36,"“It’s hard to say how long it will take [to do data normalization], but delivering smart al gorithms that produce insights is a function of the size of datasets. The more subscribers and engagement actions you have, the faster you can perfect it,” says Paul Pastor, chief business officer at Firstlight Media. “It’s a volume and throughput game. A company with the scale of a Netflix can refine algorithms very quick ly; for a service with a couple of hundred thou sand subscribers, it’s going to take longer.”",1,"18,19",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2.0,220,2022,July-August-2022,31,Welcome to the Machine  NADINE KREFETZ...............................................................................................................................................................................................................................................................................................................................................................................................................................,36,"Measuring Viewer Experience QOS Technology promises “intelligent solu tions to secure and accelerate your business,” and there are a number of different tools in its box. “Our mode of measurement is by inserting a [software development kit] directly into the streaming publishers’ apps to measure full cen sus, real time continuously” says Sai Adithya, se nior network security engineer at QOS Technol ogy. “We measure the viewer’s experience—their  engagement, behaviors, what they’re watch ing, what device they’re on, where they are.” ",1,27,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,320,2022,July-August-2022,47,"Mimir, DAIConnect, and Panopto  STREAMING TOOLBOX    NADINE KREFETZ.....................................................",40,"Panopto integrates with most learning management systems (LMS). “If you drop videos in Teams or even to the Teams folder, they will show up as if they’re in Teams, so your viewers never have to leave the environment that they’re used to,” says Knowlton.",1,15,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,
1.0,100,2022,May-June-2022,13,Mastering Live Streaming at Scale: The Final Frontier STREAMING MEDIA GUIDES,28,"ACHIEVING HIGHER LEVELS  OF ACCURACY WITH SMART LEXI For complex projects, such as multi-day international sporting events, Smart Lexi provides an even more advanced type of live captioning. By combining machine learning automation with expert human curation, Smart Lexi builds on Lexi’s 96% accuracy, delivering unprecedented levels of accuracy, automation, and affordability.",1,"15,19",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,160,2022,May-June-2022,20,theolive,18,"In practice, setting up a real-time streaming solution takes time  The shift towards more interactive streaming experiences  and expertise, and not every company has an inhouse expert team.",1,"12,13",0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,180,2022,May-June-2022,23,FEATURES The Three Tiers of Virtual Event Production ANTHONY BUROKAS,40,"Despite all this, companies still have a need to gather people to share information. Faceto-face collaboration still works better than Zoom or Microsoft Teams. Industries still need to gather companies at conferences and events to introduce new products, services, showcases, and more. Being hands-on with the press and customers works much better than a video because each reporter has a take that is different from the one corporate view",1,18,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
1.0,200,2022,May-June-2022,26,FEATURES The Three Tiers of Virtual Event Production ANTHONY BUROKAS,40,"The producers are still able to deliver a highly engaging presentation. It could be on a nice big 1virtual stage, with graphics and information rendered in 3D, much like what Apple does with its keynotes or what FOX Sports does with its NFL commentators during the pregame. This content is scripted, well-planned, and highly developed and creates an engaging experience for the attendees.",1,18,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,260,2022,May-June-2022,34,"Location, Location, Location TIM SIGLIN",36,"On the distribution side, of course, there is scaling the delivery to the number of clients who are watching streams, said Loke Dupont,  solution architect at TV 2 in Denmark. “We al so  get a lot of content that’s not necessarily produced in-house. Oftentimes, we will get licensed catalogs of content and basically have to ingest 10,000 hours of content that nobody planned for … until somebody decided to license that content.” Dupont noted that this frequent problem often directly impacts whether a cloud or on-prem solution is chosen for the time being.  “Sometimes, if you need to do that in a very short time frame, it can be challenging with onprem gear,” he said, “since you have to source hardware and get it installed. Especially at the current time we are living in, sourcing hardware and getting it there on time is not necessarily an easy job.”",1,"13,14,16",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,60,2022,September-October-2022,10,Streaming Numbers in the News AD SENSE NADINE KREFETZ,9,"“We asked people who are currently subscribers of Netflix, ‘Would you switch to a lower- priced tier in exchange for watching advertising?’ ” explains Steinberg. “Now, it’s a bit of a loaded question, because we don’t have a price point yet, so we said, ‘For some lower price for some amount of ads, would you be willing to switch?’ ” The result: 5% said they definitely would, and 9% said they likely would, totaling  14%. Maybe viewers need to see how the ad- supported content is delivered before saying they’d pay to watch ads. ",1,20,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
0.0,100,2022,September-October-2022,15,SPONSORED CONTENT Unlocking the Potential of 5G for Live Broadcast Production HAIVISION,98,"Immediate and Upcoming Benefits for Broadcasters 5G is being rolled out in two phases. The first is referred to as non-standalone architecture (NSA) as it involves adding 5G base stations onto already existing 4G core networks. With 5G NSA, Communication Service Providers (CSPs) can gradually roll out 5G services, starting with larger metropolitan areas. This initial stage already doubles available bandwidth, which in some cases means that a video transmitter can rely on a single 5G modem with the second on standby as a backup, while bonded 5G transmitters can offer the bandwidth needed for 4K UHD content.",1,"2,5",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,120,2022,September-October-2022,16,SPONSORED CONTENT Unlocking the Potential of 5G for Live Broadcast Production HAIVISION,98,"For television broadcasters, 5G network slicing promises the same benefits of using dedicated fiber or a private IP network without the associated fixed costs and physical limitations. Because 5G network slices are mobile services, they will become as readily available and accessible as internet services but with greater reliability including service level agreements, lower latency, and more bandwidth.",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,220,2022,September-October-2022,28,The 2022 Streaming Media 50: The 50 Tech Companies That Matter Most in Online Video STEVE NATHANS-KELLY,65,"WELCOME TO THE 2022 STREAMING MEDIA 50, our annual list that foregrounds the industry’s most innovative and influential technology suppliers, service providers, and platforms, as acclaimed by our editorial team. Some are large and established industry standard-bearers, while others are comparably small and relatively new arrivals that are just beginning to make a splash. All set themselves apart from the crowd with their innovative approach and their commitment to serve the customer and advance the industry. It’s the fifth year we’ve capped the list at 50 companies. ",1,23,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,300,2022,September-October-2022,37,View From the Top,67,"Since we founded Quickplay almost two decades ago, there’s almost no scenario we haven’t faced. We’ve powered dozens of services in over 50 countries, navigated the most challenging operational issues,  and spearheaded innovations that have delivered  high-quality services and high concurrency live events in some of the most difficult operational environments.",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,320,2022,September-October-2022,39,View From the Top,67,"This year marks an impressive 5th year of being named in The 50 Most Important Companies in Online Video Tech. We’re super proud of that and our other multiple awards: Emmy® (2015, 2020); Best New Streaming Technology, Product of the Year at NAB (2021, 2022).",1,23,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
1.0,360,2022,September-October-2022,46,"OTT Monetization in 2022: FAST, AVOD, Hybrid, & More STREAMING MEDIA GUIDES",26,"What do I need to know when going hybrid? To go hybrid with OTT you’ll need to conquer some technological challenges. First, you will need to mix a DRM setup with video advertising. This will have an impact on the quality of experience of your viewers. Increased start-up time, frequent buffering, inadequate transitioning between ad-breaks and content can push away viewers, as they will not accept a less-than-SVOD experience with AVOD.",1,"14,20",0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
2.0,380,2022,September-October-2022,48,telestream,35,"Advertising is the epicenter in the brutally competitive video streaming marketplace. Advances in dynamic advertising insertion (DAI) drive the monetization strategies that have made advertising video-on-demand (AVOD), and the surging Free Ad-Supported Streaming TV (FAST)  segment, the dominant OTT service category. Such advances add complexity to the operation of adaptive bitrate (ABR) streaming infrastructure and magnify the vulnerability to subpar ad performance. Conviva’s Q1 2022 report cites the missed-opportunity rate for DAI at close to 15%i.",1,29,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
0.0,460,2022,September-October-2022,58,AOMedia Delivers on SVT-AV1’s Promise JAN OZER,57,"Table 1 shows the average results for two 10-second test clips when encoding with FFmpeg and libaom-AV1. With preset 0, the highest-quality preset, it took an average of 3:24:33 (hour:min:sec) to encode a 10-second test clip (which is why it’s challenging to test with longer clips). With the fastest/lowest-quality preset, it took 1:06 (min:sec). This tells you that on this test bed, FFmpeg/libaom-AV1 isn’t capable of encoding a live stream; in fact, the best performance is close to 7x real-time. ",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,40,2022,March-April-2022---Sourcebook,14,_x0007_The State of Live Streaming,52,"There is little doubt that an accelerated switch to streaming is underway and that this is probably happening more rapidly in the U.S. than in any other market. Most rightsholders, though, have already been tapping into that technology for the better part of a decade by distributing clips and other short- form content on third-party social media platforms such as YouTube, Facebook, and Twitter. ",1,"15,17,18",0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2.0,120,2022,March-April-2022---Sourcebook,31,"Getting FAST: The Explosive vLinear Market and Why Content Providers Need to Jump In By Colin Dixon, Founder and Chief Analyst, nScreenMedia
Sponsored by Edgecast and nScreenMedia",51,1.5.2  Flexible playlist and channel creation Your channels may integrate live broadcasts with on-demand assets. They may also provide highly personalized channels requiring constant updating of the channel schedule (or playlist.) You also may want to create and distribute pop-up channels to focus on the latest breaking news or events. Your video solution must allow you to do all this and more.,1,26,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,160,2022,March-April-2022---Sourcebook,36,_x0007_The State of OTT,42,"The J.D. Power survey shows that average monthly household spend on all streaming services was $55 in August 2021, up 45% from April 2020. Disney, for example, raised the price of Disney+ in March 2021 to $7.99 per month, or $79.99 per year. ",1,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,200,2022,March-April-2022---Sourcebook,44,_x0007_The State of Video Codecs,39,"AV1 The most significant AV1-related announcement in 2021 was Netflix’s blog post “Bringing AV1 Streaming to Netflix Members’ TVs,” which essentially declares that the living room is ready for AV1. A short list of supported devices—six certified Samsung smart TVs, PS4 Pro, select Amazon Fire TV devices, and select Android TV devices—published in The Verge seemingly contradicts that claim, as does the aforementioned lack of HDR support in Netflix’s current AV1 offering. There is an HDR10+ AV1 draft specification and talk of Dolby Vision support, but it’s tough to be king of the living room without fully implemented HDR support on a relevant critical mass of devices, which AV1 doesn’t currently seem to have. ",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
0.0,240,2022,March-April-2022---Sourcebook,50,_x0007_The State of Real-Time Streaming Delivery,41,"Buffering and scalability can be reduced by spending extra time compressing video, essentially eking out better quality at a lower bitrate. This solves the quality portion of the equation but still increases the latency. So the question becomes one of how much visual artifacting is acceptable to reduce overall bandwidth while still delivering video at scale at anywhere close to real time.",1,2,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,360,2022,March-April-2022---Sourcebook,73,_x0007_The State of Monetization,54,"In 2020, ViacomCBS launched EyeQ in an attempt to consolidate Viacom, CBS, and Pluto TV as a single unified ad stack.“It gives us the ability to deliver flexibly across all our endpoints and simplify the buying experience,” explained Murnane in the Variety panel.“We’ve captured tremendous growth.” ",1,20,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
1.0,380,2022,March-April-2022---Sourcebook,75,_x0007_The State of Monetization,54,"If this plays out, it will mean big legacy players cannot leverage their global blockbuster content and instead must act as one of many distributors of platformas-a-service solutions for smaller media companies. “In this scenario, local content producers and intellectual property owners are the winners, since they can use their direct access to media consumers in order to grow. They successfully implement ecommerce and in-app purchases as additional revenue models,” said Munson.",1,"15,20",0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,400,2022,March-April-2022---Sourcebook,77,Benchmarking and Optimizing Sports Video Experience Sponsored by SSIMWAVE,66,"Blind to Viewer Experience: Media supply chains are, for the most part, unaware of the viewer experience. For example, the video experience performance of a delivery chain, as perceived by viewers, is not well understood across various stages over time, or in comparison to other content delivery workflows.",1,18,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,480,2022,March-April-2022---Sourcebook,87,_x0007_Streamticker,31,"Two years into a global pandemic, one that shows little sign of abating—in no small part due to variants that keep popping up, which further delay the return to “normal” office work—the streaming industry continues to grow at an accelerated rate. The byproduct of this growth is that the industry has attracted significant funding, not just for startups but also for established companies looking to leverage their growth into further capital investments.",1,23,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
0.0,520,2022,March-April-2022---Sourcebook,94,"STREAMING MEDIA GUIDES: CASE STUDIES Learn From the Pros Sponsored by AJA Video Systems, Inc.; EEG/Ai-Media; Phenix Real Time Solutions, Inc.; and Telestream",18,"“We’re an art and design university, and one of a few in the region, so quality is crucial, as is giving students exposure to modern tools of the trade. By nature, art and design are experimental, so for our students and staff to be able to export their work freely—whether animated content, moving picture designs, documentary films, cinema projects, or some other media—we’d knew that we’d need an open network,” shared FHNW Academy of Art and Design Head of Media and Broadcast Infrastructure Suresh Surenthiran. “Early on, I requested the network be hosted on a separate firewall from other university operations, especially for media distribution, a decision that has allowed us to exponentially grow the quality of video our network can support. We can easily move uncompressed 8K and HDR across the network, and with the help of BRIDGE LIVE, we now have a robust network supporting broadcast quality content in 4K and multi-channel HD, which is crucial as projectors and displays continue to grow in size.”",1,"2,5",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
