stage,year,page,article name,length of article,paragraph,2500bott,Bottid,singlebott,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
0,2023,0,0,0,"Seven years ago, the world was promised a digital apocalypse when the Pai FCC repealed ‘net neutrality’ regulations,” said Evan Swarztrauber, senior adviser at the Foundation for American Innovation and former adviser to Trump-era FCC chair Ajit Pai [whose FCC eliminated the rules] and commissioner Brendan Carr. “Those false flames of fear contributed to an environment that led to death threats against FCC Commissioners and their families and a bomb threat called into the Commission on the day of the repeal vote. Not only did the predictions fail to materialize, but America’s internet got faster, more available, more competitive and cheaper when adjusted for inflation. [S]o here the FCC goes again — hitting the pingpong ball across the table for another waste of time and taxpayer resources that has a very good chance of being struck down at the Supreme Court.”",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"The panel will break down the action from each NLCS game as it's happening while providing their unique perspectives and insights on Hispanic culture in baseball, said WBD Sports.",0,25,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,0,1.0,0,0,0,0,0,0,0,1.0
2,2023,0,0,0,"The series, The Color of Victory: Heroes of WW2, reveals the untold stories of the people of color who fought in the war and restores their place in the historic narratives of the war, according to the network. Elba will executive produce and narrate the series, which will also showcase how the war experiences of people of color helped shape and inspire post-war movements for freedom around the world, said Nat Geo officials.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
0,2023,0,0,0,"Fair treatment raises another new net neutrality issue since the last battle over the rules — equity, an issue that could bring cost into the equation and raises the specter of some form of rate regulation.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,1.0,0
0,2023,0,0,0,"Stepping away from the competitive cable vs. wireless discussion, meanwhile, Winfrey also took a moment to tout the  billions of dollars in subsidies the Biden administration is throwing at cable companies to execute the buildout of rural internet.",0,2,1.0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,1,0,0,0,1.0,0,0,0,0,1.0,0
2,2023,0,0,0,"We plan to modernize all of our distribution agreements upon renewal in a way that works for customers,” Winfrey said. “That means packaging flexibility and not asking customers or us to pay twice for similar DTC and linear programming.”",0,26,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
0,2023,0,0,0,Federal Communications Commission chair Jessica Rosenworcel is proposing to put the onus on cable and satellite operators to inform the agency if a broadcast channel they carry has gone dark for an extended period due to a retransmission-consent impasse and to refund subscribers for those extended blackouts.,0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
0,2023,0,0,0,"Ever since introducing residential high-speed data services at scale in the late 1990s, the cable industry has been on a never-ending mission to deliver more data bits at faster speeds over blends of fiber-optic and coaxial cable distribution networks. Determined to maintain an impressive lead in U.S. residential broadband connectivity —  Leichtman Research Group has said cable companies currently command close to 67% of the market — industry strategists are working to elevate performance while they stave off threats from rivals that are extending high-capacity fiber networks deep into the nation’s neighborhoods.",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,0,0,0
0,2023,0,0,0,"Besides tracking health care and other applications, Dzuban also is keen on a new flavor of “convergence” that unites cable’s wireline broadband capabilities with the industry’s fast-growing mobile communications business. Devising ways to unify these networking concepts so that users perceive almost no gap between the two is a focal point for SCTE, which will stage a “Mobility Pavilion” at the upcoming conference. As the two technologies intertwine,  the CableLabs subsidiary is also focused on “operationalizing” the industry’s tech advancements — transferring knowledge and skills throughout member organizations — as a way to achieve competitive superiority.",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,0,0,0,1.0,0,0,0,0,1.0,0
2,2023,0,0,0,"The study also found that 80% of viewers most often watch TV programming on a television set. Viewers said that if they have to watch commercials, 49% prefer pre-roll ads to messages that interrupt programs.",0,29,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Last month,  WBD sold AT&T SportsNet Pittsburgh to Fenway Sports Group, owner of the NHL’s Pittsburgh Penguins.",0,28,1.0,0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,1,0,1.0,0,0,1.0,0,0,0,0,1.0
0,2023,0,0,0,"""The reconfirmation of Commissioners Starks and Carr will allow the FCC to get down to business without worrying about possible disruptions,"" said Benton Institute for Broadband & Society Senior Counselor Andrew Jay Schwartzman: . Commissioner Starks has provided stalwart support for  media diversity and rapid broadband deployment, especially to those people and places that too many others have neglected. Benton does not always agree with Commissioner Carr, but in a time of deep partisan division, we do very much appreciate his collaboration on many issues, especially on spectrum matters.""",0,11,1.0,0,1.0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,1.0,0,0,0,0,1.0,0
1,2023,0,0,0,"The shift from broadcast, cable and satellite to streaming has profound impact on existing laws, regulations and agreements that have been foundational in support of public safety and access to local news,” the senators wrote. Those foundational agreements are a reference to the  must-carry/retransmission consent rules that require  multichannel video programming distributors (MVPDs) to negotiate for carriage of that unique broadcast content if broadcasters seek payment, or carry the signals if a broadcaster elects must-carry.",0,20,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,1.0,0
2,2023,0,0,0,"The first two episodes of Genius: MLK/X will air on February 1 and stream the next day on  Disney Plus and  Hulu , with two episodes debuting weekly throughout Black History Month.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,The satellite rivals have been  working together to serve advertisers looking for addressability.,0,25,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Apple isn’t the only major U.S. SVOD to raise prices, with Netflix just last week  confirming a new round of increases . However, unlike Netflix,  Amazon Prime Video ,  Disney Plus and others, Apple lacks an economical ad-based tier to steer price-inelastic customers into.",0,29,1.0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Also in the show are the actress and friend Akera Lewis, spiritual coach ‘M’ Nagle, agent Tiara and rock musician and friend Myke Terry. Lewis sees herself as the “hood princess,” according to Fer0dez. “We come from two completely different worlds, but there is a bridge.”",0,25,1.0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"The  National Association for Multi-Ethnicity in Communications honored its 2023 Annual Awards recipients during the  37th Annual NAMIC Conference in New York on September 20. This year’s theme — “Our Legacy, A Mosaic of Possibilites” — honored NAMIC’s efforts to empower diversity, equity, access and inclusion in the  media , entertainment, and technology industries, as embodied by the recipient of each award.",0,25,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,1,0,1.0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"Patnekar is a champion of Charter’s diversity and inclusion (D&I) strategy. Using a combination of D&I principles and mentorship, many of his team members have seen their aspirations grow and careers develop. He strives to maintain a culture of open communications, rooted in respect and collaboration, that supports the business at the highest level.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"As FAST continues to be a critical area for growth around the world, we are thrilled to announce the expansion of Mark’s role at A+E Networks,” Steven MacDonald, president, global licensing & international at A+E, said. “Under his leadership, A+E was an early entrant to the space, helping to monetize our vast library of owned and original  content across an emerging fleet of digital and  streaming platforms. With Mark at the helm, we will continue to build on our pioneering global position in FAST.”",0,29,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,1,1,0,0,0,0,0,1.0,0,0,0
"1,2",2023,0,0,0,"Members of the  content and connectivity industries gathered in New York during the week of September 18 for the annual Diversity Week events. The WICT Network’s Leadership Conference, the 37th Annual NAMIC Conference and The Walter Kaitz Foundation’s Annual Fundraising Dinner emphasized the industry’s valuing of diversity, equity and inclusion (DEI) efforts to stay competitive in an evolving entertainment marketplace. Click on the gallery below for snapshots from all three events.",0,"23,25",0.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,1,0,1.0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"The negotiating committee for the Writers Guild of America told members that a tentative agreement has been made with Hollywood’s big movie and television producers, meaning that an end to the 156 day strike that has frozen the entertainment industry.",0,30,1.0,0,1.0,1.0,0,1.0,1.0,0,1.0,0,0,0,1,0,1.0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"While  Netflix is just building an ad sales and serving infrastructure working with  Microsoft , Amazon is well-versed in ad sales and commerce, which may give its launch a smoother runway.",0,29,1.0,0,0,0,0,0,0,1.0,1.0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0
2,2023,0,0,0,* Personalization features that tailor a user’s experience towards their favorite teams and players.,0,26,1.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1.0
2,2023,0,0,0,"Maher said late last week that  HBO’s Real Time With Bill Maher would return to the studio, despite the strike. With the WGA and AMPTP resuming talks Wednesday, Maher in a tweet Monday, walked back the return-to-work plan.",0,30,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"It’s essential that people understand the importance of climate news and why these stories need to be shared, told, and illustrated accurately and objectively,” Nora Zimmett, president of news and original  series for The Weather Channel, said. “It means so much to us that we’re able to highlight the amazing work of these journalists. Our ongoing goal is to consistently further the climate conversation, make more people aware of the urgency of the crisis, and show appreciation for the everyday people doing their part to make a better planet for all of us.”",0,25,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Knight said Gusto TV is “all in” on AI and Sanchez said Family Playland is embracing it, too. He added, “As small programmers, it’s helping us compete.”",0,24,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"One perk of building FAST (free, ad-supported TV) channels is the abundance of user data one gets back, Adlman said.",0,"27,29",0.0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Data-science VP talks AI applications ahead of Next TV Summit in NYC TV Week on Tuesday, Sept. 12",0,24,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Larry Allen, VP and general manager, data & addressable enablement, Comcast Advertising, said there can be pushback from advertisers set in the traditional ways of buying ads. There used to be one way to buy television, he said, and now there are multiple ways. It can be a lot to sort out.",0,29,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,B+C: What datasets are most valuable for the addressable marketplace?,0,27,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,1,0,1.0,0,0,0,0,0,0,0
2,2023,0,0,0,B+C: What are your predictions for FAST in 2024?,0,29,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"B+C: Now that FASTs are a consumer mainstay, what do advertisers need to know?",0,29,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,1,1,0,0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Rob Christensen: The marketplace has evolved from household-level identification to now identifying valuable customers inside of households and creating custom audience segments from these customers. Coupled with retail  media opportunities and how incredibly shoppable the future of TV is, there is a ton of opportunity for networks, platforms, and brands alike. With purchases increasingly being made via phone, the phone’s camera, or even voice in the smart home, we can enhance reporting, measurement, and verification to give us all a better sense of the consumers who are viewing  content for specific products within a particular market.",0,26,1.0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Stephanie Dunivan: Actually, Essence has been in the television space over the years. For Time of Essence, the great partnership Essence has with OWN to tell the story of Essence’s 50-year legacy was just a natural fit. With a brand like Essence, people feel a lot of ownership of the brand because it’s been a companion piece across many of our lives, especially if you’re a black woman. So now, to be able to tell this story in this way and peel back the curtain to let people know all the things that it took to keep the last black-owned magazine standing on stands to this day really makes for great TV.",0,25,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Hispanics who engaged with the videos were also 1.6 time more likely to consider the brand featured as a “leader,” a key KPI for Toyota’s brand identity.",0,25,1.0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Comcast data will be incorporated into Dynata’s advertising solutions product suite, enabling marketers to combine viewer data with Dynata’s real-time survey data to assess the performance of campaigns across broadcast, cable,  streaming and addressable television with a single-source approach.",0,"27,29",0.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"Lindsay Stewart leads strategic direction and business development for AMC Networks’s free, ad-supported  streaming products. Internally tapped to launch the company’s first  FAST partnership with Pluto TV in 2020, Stewart has been integral to the continued development of the company’s growing portfolio of FAST channels, which now includes 13 owned channels like  The Walking Dead Universe , Stories by AMC and AMC Thrillers across platforms including  Samsung TV Plus, The Roku Channel, Vizio, Sling and Redbox. Stewart also was critical to the 2022 creation and launch of the ALLBLK Gems and AMC en Español FAST channels. With over a decade of experience in digital  content strategy, partnerships, marketing and distribution, she joined AMC Networks in 2012.",0,29,1.0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0
2,2023,0,0,0,"She credits the women who came before her for helping break down barriers and push for change, adding that her generation has done the same. “There’s a sense among women in the field of banding together, of providing wrap-around support and pulling through the next group to pay it forward,” Harwood said. “Now we’re getting a multiplier effect for those efforts.”",0,25,1.0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Peter Gonzalez was named chief technology officer at Canela  Media , a digital  media company producing  content for the Hispanic market. The 25-year broadcast veteran comes from WWE, where he was senior VP of the sports entertainment company’s  Media Technology team.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Across the board, the 2023 U.S. Women’s Open was a record-breaking championship, in large part due the commitment by NBCU to showcase the championship and its players with more programming across more hours, including primetime on the East Coast,” USGA chief commercial officer Jon Podany said. “The record-breaking  streaming numbers on Peacock are a testament to that commitment, as well as the growing interest in the U.S. Women’s Open and women’s golf as a whole.”",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,0,1.0,0,0,0,0,0,0,0,1.0
2,2023,0,0,0,MCN: What is Peacock’s strategy with regard to its investment in live women’s sports programming?,0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,0,1.0,0,0,0,0,0,0,0,1.0
