index,path,year-month,date,paragraph#,article_title,paragraph,2500Bott,singlebott,bott_list,stage,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,length_approx
83869,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-14 00:00:00,11,UFC Gets 4K Live- Streaming  Treatment; The first Ultimate Fighting event staged in New York was available in 4K everywhere but China,"Wagner: The last test we did, July 9 for another UFC event, the average viewer on Sony averaged 18 Mbps. The stream is adaptive. If your bit rates drop below 18, it moves to an HD 720p feed. It's not fixed, and adapts to whatever your internet connection is. There are certain countries that don't have great bandwidth, but in terms of the U.S., Western Europe and parts of Asia, broadband is plentiful.",1,0,0,0.0,0,1,1.0,1,0,0,1.0,0.0,0,1,0,1,1,0,1,1,0,0,0.0,0,0,0,11.0
83909,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-14 00:00:00,14,President Trump? Wall Street Yawns; Stunning election news hasn't led to turmoil in the market,"AT&T and Time Warner have characterized their merger as an opportunity to change consumer behavior, using Time Warner content and AT&T distribution vehicles like its upcoming DirecTV Now to offer skinnier bundles, mobile and social  media -exclusive  content and low-cost  video products supported by advertising.",1,0,0,0.0,0,0,0.0,0,1,0,1.0,1.0,1,0,1,1,0,1,0,0,1,1,1.0,0,0,0,14.0
83949,./htmls/Factiva-20240111-0345.html,2016-11-01 00:00:00,2016-11-14 00:00:00,16,Online  Pay TV Pioneer Nears 1M Subs; Dish's Sling TV posts (estimated) gains ahead of DirecTV launch of rival    OTT  offering,Dish Network's Sling TV  OTT service is approaching 1 million subscribers despite rising competition in the space.,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,16.0
302313,./htmls/Factiva-20240111-0344 (2).html,2016-11-01 00:00:00,2016-11-21 00:00:00,91,DirecTV Now Brings Uncertain Future; New    OTT  platform could be a short-term siphon for AT&T's satellite subs,"AT&T began migrating U-verse TV customers to DirecTV almost immediately after closing on the DirecTV acquisition. Since the fourth quarter of 2015, U-verse has shed 1.34 million TV customers, while DirecTV has added 1.21 million net new customers.",1,0,0,0.0,0,1,0.0,0,0,0,1.0,0.0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,0,91.0
84526,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-31 00:00:00,45,"Back to the Future; AT&T's old-school vertical play for Time Warner is grounded in plans for    OTT , mobile    video     ","AT&T stock has been on a roller-coaster ride in 2016, rising 16% starting March 1, when it first announced its plans for  OTT service DirecTV Now, through the the summer. It lost much of that ground in later months, falling to its current level, about 5.5% higher than at the start of the year.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,45.0
84606,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-31 00:00:00,47,AT&T's Vertical’ Merger Stretch; D.C. will decide if    OTT -driven Time Warner deal is too big to succeed,But securing the deal could come at the price of monetizing all that new Time Warner content if the quid pro quo is making it accessible to others.,1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,1,0,0,1,1,0,0,0,1,0,0.0,0,0,0,47.0
84686,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-31 00:00:00,51,Fuel TV Revs Up Comeback,"Beyond originals, “we're actively discussing a range of live events across each of the sports, both for U.S. and international,” he said.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,1,1,0,1,0,0,0,0,0.0,0,0,1,51.0
84846,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-24 00:00:00,62,Thirty Years of Sports Storytelling; How producer/executive Ross Greenburg redefined the sports doc genre,"More recently, under the Ross Greenburg Productions umbrella he has produced a lineup of award-winning sports  documentaries for several networks including Against the Tide (Showtime), Forgotten Four: The Integration of Pro Football (EPIX) and Jack Nicklaus: The Making of a Champion (Fox).",1,0,0,0.0,0,0,0.0,0,0,1,1.0,0.0,0,0,0,1,1,1,0,0,1,0,0.0,0,1,0,62.0
85046,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-24 00:00:00,69,"For DirecTV Now, Thin Won't Be In; AT&T's Goncalves:    OTT  won't drive skinny packages    ","DirecTV Now has signed deals with NBCUniversal and The Walt  Disney Co. that include NBC and ABC stations in their owned-and-operated markets. But at the Next TV Summit, he said ultimately he would like to have a service where a consumer can access broadcast programming in different markets when they are traveling.",1,0,0,0.0,0,0,0.0,1,0,0,0.0,1.0,0,0,1,1,0,0,0,0,1,0,0.0,0,0,0,69.0
85166,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-10 00:00:00,79,VERTICALLY CHALLENGED; Will cable and telco TV distributors buy    content  to compete in the new    OTT  order?,"In our opinion, distributors have the ability to subsume all  content under their aggregation umbrellas, which makes the whole concept of cable networks irrelevant,” the Barclays analysts wrote.",1,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,1,0,0,1,1,0,0,0,1,0,0.0,0,0,0,79.0
85246,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-10 00:00:00,80,"Jaunt Bets on Pocket-Sized VR; The emergence of affordable, smartphone-based VR options could be the technology's best bet    ","For cinematic VR, one feature worth exploring is volumetric  video or light fields. Room-scale experiences provide the greatest sense of immersion, and commercially viable volumetric  video would be a real game-changer. I also think social will play an important part in the future of VR. As can been seen in some of the popular mobile apps, people love being able to share their experiences and ‘tune in’ to what's going on in their friends’ lives. VR provides an unprecedented opportunity to connect people in a way that feels real but is still completely digital. This is an area that should be explored deeply, and I can't wait to see what's on the horizon.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,1,1,1,0,0,0,0,1,0.0,1,0,0,80.0
85286,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-10 00:00:00,84,Comcast Standardizing on Terabyte Plan; Top ISP is deploying usage-based broadband policy,"With the commercial deployment, Comcast joins a growing mix of cable operators and Internet-service providers that have implemented usage-based Internet data policies, including AT&T, Mediacom Communications and Cox Communications.  Altice USA -owned Suddenlink Communications also has a data plan policy that charges extra when customers exceed their monthly cap, along with a recently launched unlimited data option, but former Cablevision Systems properties now owned by Altice don't implement data caps. Charter Communications, per the order approving its acquisition of Time Warner Cable, is prohibited from imposing data caps or charging usage-based pricing on residential broadband service for seven years.",1,0,0,0.0,0,1,1.0,0,0,1,1.0,0.0,1,0,0,1,1,0,0,1,0,0,0.0,0,1,0,84.0
85406,./htmls/Factiva-20240111-0345.html,2016-10-01 00:00:00,2016-10-10 00:00:00,91,How to Fix the Unlock-the-Box’Plan,"* Opening the Door to the App Tax: Today, many of the widely deployed platforms usually receive an upfront fee or cut of revenues from software developers to have their apps made available on these very popular platforms. Clearly, MVPDs should not be required to develop either full-featured or consumption-only apps for platforms demanding revenue sharing of any kind. This needs be addressed upfront, not punted to a later date.",1,0,0,0.0,1,0,0.0,0,0,1,0.0,1.0,1,0,0,1,0,0,0,0,1,1,0.0,0,1,0,91.0
215322,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-26 00:00:00,23,Public Knowledge Probes Unseating Officials; Group says email was not targeted at FCC commissioner Jessica Rosenworcel,"Public Knowledge, though, has been urging the public to support Wheeler's “unlock the box” efforts at the FCC and in Congress and taking aim at opponents and questioners of the plan.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,23.0
215402,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-26 00:00:00,26,BLOG: THE BAUMINATOR; The Long Goodbye,"From a  video standpoint, we're in position to enable that,” Kevin Hart, EVP and CTO of Cox, said. “The conversion from the QAM  video distribution to only all-IP is still, I think, many years out into the future for most of us.” …",1,0,0,0.0,0,1,0.0,0,0,0,1.0,0.0,0,1,0,1,1,0,1,0,1,0,0.0,0,0,0,26.0
215522,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-19 00:00:00,33,Setting the Gold Standard; Independent Cox sits stalwart in a consolidating cable landscape,The three things that I think about a lot are the pace of change that's going on with technology; the pace of change going on with consumer behavior; and what's going on with competition and consumers’ ability to choose. Those are all moving at such a rapid pace. That is really driving a lot of the change that is going on in the business.,1,0,0,0.0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,33.0
215562,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-19 00:00:00,33,Setting the Gold Standard; Independent Cox sits stalwart in a consolidating cable landscape,"PE: We just saw a consumer group that was being underserved. Sometimes you have to say, “OK, if I have a large customer opportunity, and this is the  content that they want and they want it both on their TV and their screen of choice, how do I get the  content ? How do I put it on their screen of choice? How do I make it a reasonable value play?” Remember, I said you can't be afraid to pioneer. You have to go to the market and trial it and see what the customers tell you. We're in a trial now with that product.",1,0,0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,1,1,0,1,0,0,1,1,0.0,0,0,0,0.0
215842,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-19 00:00:00,49,Say Hello to Concierge Cable’; Layer3 TV's big pay TV bundle rolls into Chicago,"Layer3 TV, though, insists that it has not secured any “special” deals with cable operators, characterizing those interconnection agreements as standard.",1,0,0,0.0,0,0,0.0,0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,1,0,0.0,0,1,0,49.0
215962,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-12 00:00:00,52,Making the Right Moves; Distributors strategize in a new era of programming,"You see the things like Sling, like the Dish packaging, Verizon's packaging; is that a step in the right direction? Possibly,” Albert said. “The question is, what flexibility do those companies have to continue selling and marketing that  content in that way? I don't know the answer to that, but I think we'll find out sooner or later.”",1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,0,52.0
216362,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-12 00:00:00,71,Privacy Groups Pan Anonymized Sub Data Carveout,"The group letter said customer information, anonymized or not, belongs to the customer, and ISPs have failed to show how those customers would benefit from the carveout. Instead, it would be an “an attractive way for [ISPs] to circumvent the vital consumer protections that will be put in place by this rule.”",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0.0,1,1,0,71.0
216402,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-05 00:00:00,73,"Internet Can't Kill the Retail Star; Home-shopping TV networks embrace, rock e-commerce    ","I've had to really pivot this business to be sure that we're building an experience that's based in  content but is seamless and frictionless across every single device,” he said. “The iPhone only came out in ‘07 … and now smartphones and tablets make up 50% of all of our digital sales.”",1,0,0,0.0,0,1,1.0,0,0,0,1.0,0.0,0,1,1,1,0,1,0,0,0,1,0.0,0,0,0,73.0
216602,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-05 00:00:00,80,"Unlocking Privacy Rules; As broadband redefines use of customer information, the FCC hones in on ISPs    ","The FCC's current proposal to come up with bright-line rules on broadband customer privacy is only part of the larger issue of keeping consumer data safe from prying eyes while not kneecapping the targeted ad business model that allows for free  online content . Protecting information from foreign and domestic hackers is a separate issue, though one that continues to dominate privacy vs. security discussions in Washington — in that case, national security.",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1.0,0,1,0,80.0
216762,./htmls/Factiva-20240111-0345 (1).html,2016-09-01 00:00:00,2016-09-05 00:00:00,89,"Visitors to IBC Will See More Than Ever Before; More virtual reality, UHD, Internet of Things fare slated for expanding Amsterdam tech gathering    ","IBC's peer-reviewed technical paper sessions track–dubbed Advances in Technology–saw a 40% year-over-year bump in submitted papers to discuss. That prompted IBC to introduce 13 technical sessions, including six new ones: the rollout of UHD TV, studio IP trials, virtual reality and 360-degree TV, the Internet of Things, targeted advertising and metadata applications.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1.0,0,1,0,89.0
6056,./htmls/Factiva-20240111-0344.html,2017-04-01 00:00:00,2017-04-03 00:00:00,10,"Kneel Before    SVOD ;    Netflix ,    Hulu  and Amazon now poised to drastically alter the pay TV network model    ","Netflix 's ascent has been fueled by a new approach to the TV business: One that's commercial-free, on-demand and loaded with original  content .  Netflix has never been afraid to spend, and it's expected to raise its overall  content budget from $6.5 billion in 2016 to $8.3 billion this year, more than doubling that expense line to $17.5 billion by 2030, according to Sanford Bernstein  media analyst Todd Juenger.",1,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,0,10.0
6096,./htmls/Factiva-20240111-0344.html,2017-04-01 00:00:00,2017-04-03 00:00:00,10,"Kneel Before    SVOD ;    Netflix ,    Hulu  and Amazon now poised to drastically alter the pay TV network model    ","Netflix CEO Reed Hastings, on a February podcast with venture capital and tech guru Marc Andreesen, made no bones about his feelings as to the future of linear TV. On the podcast, Hastings mentioned that  Netflix had shifted its $200 million-plus ad budget from linear TV to  online a few years ago, mainly because they wanted to target shows to individuals. A similar fate could be in store for linear networks.",1,0,0,0.0,0,1,0.0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,0.0
6136,./htmls/Factiva-20240111-0344.html,2017-04-01 00:00:00,2017-04-03 00:00:00,14,people,"Jennifer Colbert has joined IM Global Television in Los Angeles as vice president, development of its Unscripted & Alternative division. She had served as an executive producer and showrunner for such networks as A&E, Lifetime and VH1.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,14.0
6376,./htmls/Factiva-20240111-0344.html,2017-04-01 00:00:00,2017-04-03 00:00:00,25,Mobile    Video  With a Vertical Hold; Dreams launches a TV network tailored to smartphones,"Dreams is being programmed through a manual/automated hybrid. It will manually insert live programming (such as coverage of press conferences) in tandem with an algorithm that optimizes what's featured on the platform based on watch time and  content popularity. It has also been testing some live productions, including a morning show based on the news of the day.",1,0,0,0.0,0,0,1.0,1,0,0,0.0,0.0,0,1,1,1,0,1,1,0,0,0,0.0,0,0,0,25.0
248311,./htmls/Factiva-20240111-0343 (2).html,2017-04-01 00:00:00,2017-04-17 00:00:00,78,"Capital Honors for New Hall of Famers; The Cable Center to honor 20th anniversary class in Washington, D.C., on April 26    ","This year's Cable Hall of Fame honorees are truly the best of the best,” Michael Willner, president and CEO of Penthera Partners and chairman of The Cable Center's board of directors, said in a statement. “They are leaders of some of the most influential companies in the world, and have shaped the industry's operations, programming and our society. We are thrilled to induct our first  series into the Cable Hall of Fame as well. The Sopranos was the seminal  series that proved television was more than the broadcasting networks alone, and we are excited to pay tribute to the impact it had on the growth and success of our industry.”",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,0,78.0
248631,./htmls/Factiva-20240111-0343 (2).html,2017-04-01 00:00:00,2017-04-10 00:00:00,94,Roku Gives    OTT  a TV Moment;    Streaming  firm's ad guarantees a bit of a watershed’ for digital measurement,"Roku will offer those TV-style ad guarantees via the hundreds of channels comprising its Audience Network, including inventory for pure play  OTT apps, TV Everywhere apps and even apps from MVPDs. That's all rolled up into an aggregated audience, with Roku offering guarantees for demographic delivery.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0,0,1,0,0,0,0,1,1,1.0,0,0,0,94.0
248751,./htmls/Factiva-20240111-0343 (2).html,2017-04-01 00:00:00,2017-04-10 00:00:00,99,The Method to the    OTT  Madness; iStreamPlanet's Mio Babic on how men's basketball tourney pulled in record results,"Traditional TV still dominates the viewing landscape, as the tournament averaged 10.82 million viewers, up 16% from last year's average of 9.37 million. The championship game, won by North Carolina, netted an average of 22.99 million viewers, up about 30%.",1,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,1,99.0
371330,./htmls/Factiva-20240111-0343 (1).html,2017-08-01 00:00:00,2017-08-21 00:00:00,9,More Startups Ride UpRamp's Accelerator,"Others in that group also shed light on other increasingly important tech and service categories, including cybersecurity, the Internet of Things, accessibility and artificial intelligence:",1,1,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,0.0,0,0,0,9.0
371450,./htmls/Factiva-20240111-0343 (1).html,2017-08-01 00:00:00,2017-08-21 00:00:00,14,Primetime Targets;    Content  companies – and distributors – fight increasing attacks by hackers,"Ensuring that IoT devices are secure will be a top priority going forward. For ISPs, that means making sure that they can isolate future botnet attacks, protecting the rest of their customers and the larger network.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0.0,0,0,0,14.0
371610,./htmls/Factiva-20240111-0343 (1).html,2017-08-01 00:00:00,2017-08-14 00:00:00,23,"For Virtual Reality, Practice Is Over; It's time to make the emerging tech sports television's next MVP    ",Walk into any electronics store on a Sunday and they're showing games at the highest resolution while promoting curved displays to create a greater sense of immersion. But will the next true in-home sports experience get you 10 feet away from a screen or 10 feet away from the play?,1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,1,1,0,1,0,0,0,1,0.0,0,0,1,23.0
371770,./htmls/Factiva-20240111-0343 (1).html,2017-08-01 00:00:00,2017-08-14 00:00:00,31,THE GATEKEEPERS,"Since coming from Charter Communications in 2010, Comcast Cable executive vice president of  content acquisition Greg Rigdon has been part of some of the industry's landmark deals — including Comcast's 2012 renewal with The Walt  Disney Co., which helped set the tone and template for years to come.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,0,31.0
371890,./htmls/Factiva-20240111-0343 (1).html,2017-08-01 00:00:00,2017-08-14 00:00:00,35,Comcast's New Model: Self-Disruption;    Video  exec Matt Strauss touts new FX add-on service as a means to offer subscribers more choices,"Commercial-free is one piece of it. If somebody really wanted that premium experience — had the ability to, in one place, catch up from the beginning and have the most comprehensive catalogue of FX programming — it really didn't exist. And now, with our technology and through our partnership with FX, we have the ability to offer FX subscribers the option to a more premium experience.",1,0,0,0.0,1,0,1.0,1,0,0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,35.0
372010,./htmls/Factiva-20240111-0343 (1).html,2017-08-01 00:00:00,2017-08-14 00:00:00,41,WOW's Roger Seiken: It Has to Be a Win-Win’,"Smaller distributors also have another arrow in their quiver in that broadband is increasingly becoming king. As Cable One and other midsized distributors have dropped major network groups like Viacom, and have survived the  video -subscriber losses, smaller distributors have been emboldened to take a harder stance. With  video margins shrinking, many have said there's more money in selling broadband (usually at higher-speed tiers to accommodate  streaming ) and providing links to  subscription video services from other providers.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0.0,0,0,0,41.0
393702,./htmls/Factiva-20240111-0342 (3).html,2017-12-01 00:00:00,2017-12-18 00:00:00,36,THE B&C AND Multichannel NEWS POWER 100 2017; Power was disrupted and remade this year by dividing and galvanizing forces. The result: A new No. 1 on our list,"With continued emphasis on superhero story lines and top production, Monday Night Raw and SmackDown Live rank among the most watched shows on weekly cable, while  OTT WWE Network has more than 1.5 million subscribers. Production arm WWE Studios recently announced it would add scripted, nonscripted, family, animated TV and digital  content to its lineup. And WWE trails only MLB.tv among top sports  OTT services (per Parks Associates). McMahon’s global entertainment company captivates demos in a space he truly owns.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,1,1,0,1,0,0,1,0,0.0,0,0,1,36.0
394062,./htmls/Factiva-20240111-0342 (3).html,2017-12-01 00:00:00,2017-12-04 00:00:00,52,"Pocket.watch Says It's Time For Premium    Content  Strategy; Following focus on YouTube, service for kids is developing    series  and shows for major outlets    ","As a milestone, Pocket.watch said its partner channels on YouTube and one that it operates under its own brand surpassed 1 billion views per month.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0.0,1,0,0,52.0
394262,./htmls/Factiva-20240111-0342 (3).html,2017-12-01 00:00:00,2017-12-04 00:00:00,60,"New Balance of ’Net Power; FCC gets ready to abolish rules on ISPs as edge providers such as Facebook,    Netflix  draw more scrutiny    ","Former FCC chairman Wheeler's forward, and fallback, position was that it was ISPs who were the big threat. Even presented with the size and scale of a  Google — whose goal is to amass all the information in the world — the argument is that there is little competition for access, while web surfers don't have to use  Google or be on Facebook.",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0.0,0,0,0,60.0
7507,./htmls/Factiva-20240111-0344.html,2017-02-01 00:00:00,2017-02-27 00:00:00,83,True Crime Steals Viewers for Advertisers; Category kingpin ID to face new competition from a rebranded Oxygen,"ID's growth since its launch nine years ago has made it increasingly attractive to advertisers. With the upfront market — a time when cable networks sell more than half of their commercial inventory — approaching, ID is also drawing new competition, notably from Comcast's NBCUniversal, which said in February that its Oxygen network will become a crime destination network for women, featuring new programming from Law & Order creator Dick Wolf.",1,0,0,0.0,0,0,0.0,1,0,0,0.0,1.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,0,83.0
7707,./htmls/Factiva-20240111-0344.html,2017-02-01 00:00:00,2017-02-27 00:00:00,94,BLOG: THE BAUMINATOR; Apple TV to Bite on 4K,"LOOKING TO CATCH UP on a feature already supported by its over-the-top platform rivals, Apple is testing a new Apple TV that can stream  video in Ultra HD/4K, Bloomberg reported.",1,0,0,0.0,0,1,1.0,0,0,0,1.0,0.0,0,1,0,1,1,0,0,0,0,1,0.0,0,0,0,94.0
212561,./htmls/Factiva-20240111-0344 (1).html,2017-02-01 00:00:00,2017-02-06 00:00:00,16,"Cable Ops Diverge Over Diversity; It's large versus small as MVPDs pitch new commission on contracts, bundling    ","It told the FCC that while the MFN and ADM clauses are bad enough, a bigger problem is that smaller distributors often don't even get to strike deals under any terms with diverse programmers, because their time, money and bandwidth is tied up in programming bundles forced upon them by programmers with must-have channels.",1,1,0,0.0,0,0,1.0,0,0,1,0.0,0.0,0,1,0,1,0,1,0,1,0,0,0.0,0,0,0,78.0
212641,./htmls/Factiva-20240111-0344 (1).html,2017-02-01 00:00:00,2017-02-06 00:00:00,18,"Viewers Glued to News Mean Cheers for Fox;    Disney , Viacom also inspire optimism among analysts    ","We see no evidence of fundamental trends to support a view that things are getting less worse,” Juenger wrote last week, adding that pay TV subscribers and conventional TV audiences continue to fall while  subscription VOD services like  Netflix gain viewers.",1,1,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,18.0
212881,./htmls/Factiva-20240111-0344 (1).html,2017-02-01 00:00:00,2017-02-06 00:00:00,29,Plex Flexes Into    OTT Content ; Plans to weave Watchup's    streaming -news service into multidevice ecosystem,"Financial terms were not disclosed, but the near-term plan is to integrate Watchup into Plex, which already supports several platforms, including Nvidia Shield, Xbox One and Xbox 360, PlayStation 3 and PS4, several smart TVs, Apple TV,  Google Chromecast, Roku players, Web browsers and TiVo boxes, as well as iOS, Android and Windows Mobile devices.",1,1,0,0.0,0,0,1.0,0,0,0,1.0,0.0,0,1,0,1,1,0,0,0,0,1,0.0,0,0,0,29.0
213920,./htmls/Factiva-20240111-0344 (1).html,2017-01-01 00:00:00,2017-01-30 00:00:00,56,EPIX Starts to Stream to the Set-Top,"Additional National Cable Television Cooperative cable systems with TiVo-based boxes will also have access to the new EPIX app, though there have been no additional committments yet. Other U.S. MVPDs that use TiVo's platform include Buckeye Broadband, Grande Communications, RCN, GCI, Armstrong, Mediacom Communications and  Altice USA 's Suddenlink systems.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,0.0,0,1,0,56.0
214160,./htmls/Factiva-20240111-0344 (1).html,2017-01-01 00:00:00,2017-01-30 00:00:00,68,The Pride of Lionsgate: Hear Her Roar; Veteran Hollywood dealmaker Sandra Stern leads    media  firm's TV efforts,"Lionsgate recently acquired Starz for $4.4 billion, and stakeholder John Malone called Lionsgate “the gravitational center of the consolidation of free radicals,” or small, independent  content companies.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,68.0
214200,./htmls/Factiva-20240111-0344 (1).html,2017-01-01 00:00:00,2017-01-30 00:00:00,73,Survey: Few to Watch Big Game    Online ; About 16% of adults plan to take advantage of free Super Bowl stream,"But millions of consumers will have the opportunity. Fox plans to offer a live, non-authenticated stream of Super Bowl LI via its Fox Sports Go platform. The network will provide the free stream at FoxSportsGo.com, as well as via apps for iOS, Android, Windows and Amazon tablets, and several TV-connected devices, including Apple TV boxes, Roku players, Android TV devices, Amazon Fire TV devices, Xbox One consoles and the  Google Chromecast  streaming adapter.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,1.0,0,1,1,1,0,1,0,0,0,1,0.0,0,0,1,73.0
214240,./htmls/Factiva-20240111-0344 (1).html,2017-01-01 00:00:00,2017-01-16 00:00:00,76,Virtual’ Threat; How virtual MVPDs are disrupting the business model — for broadcasters and cable operators,"But with vMVPDs, the strategy has been different. Networks have been striking their own, broad deals with  OTT distributors, offering owned-and-operated stations in their local markets and next-day national network feeds in areas where they don't own affiliate stations.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0,0,1,0,1,0,0,1,0,0.0,0,0,0,76.0
214280,./htmls/Factiva-20240111-0344 (1).html,2017-01-01 00:00:00,2017-01-16 00:00:00,76,Virtual’ Threat; How virtual MVPDs are disrupting the business model — for broadcasters and cable operators,"Traditional MVPDs have grown used to rising retrans costs and fickle stations who raise the ante for carriage on a whim, but the breaking point could be looming near, especially as skinny bundles and virtual MVPDs proliferate.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,1,0,0,1,1,0,0,0,1,0,0.0,0,0,0,0.0
214360,./htmls/Factiva-20240111-0344 (1).html,2017-01-01 00:00:00,2017-01-16 00:00:00,82,BLOG: MCN GUEST BLOG; Quality Key in Crowded    OTT  Ecosystem,"NETFLIX RECENTLY ENCOUNTERED a 2.5-hour weekend outage (a weekend outage!), ultimately attributed to  streaming issues. It was occurring just one day after the company made its new Marvel TV  series Luke Cage available to stream, and loyal customers were less than pleased.",1,0,0,0.0,0,0,1.0,0,0,0,1.0,0.0,0,1,1,1,1,0,0,1,0,0,0.0,0,0,0,82.0
300469,./htmls/Factiva-20240111-0344 (2).html,2017-01-01 00:00:00,2017-01-09 00:00:00,11,"Home, Where The Smart Is; Voice-controlled hubs, integrated systems in CES spotlight    ","4K/UHD TVs: Shipments are expected to reach 15.6 million units, up 51%, and pump revenues of $14.6 billion, up 38%.",1,0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,71.0
300789,./htmls/Factiva-20240111-0344 (2).html,2017-01-01 00:00:00,2017-01-02 00:00:00,29,"Old Controversies And New Businesses; Embrace of digital    media ,    OTT  offerings helps both operators and programmers    ","Dish Network also sees great promise in the melding of pay TV packages,  OTT delivery and app experiences, Niraj Desai, the company's vice president of product management, said.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0.0,0,0,0,29.0
